Initial Solid Degradable Fraction,Placement Dry Density,Placement Moisture Content,Maximum Hydrolysis Rate,Thermal Conductivity,Specific Heat Capacity,Injection Pressure,Injection Duration,Time,Methane Generation,Max Temp
43,566.3,43.9,2500,0.72,1450.8,10,5.88,37.884,99.2869629,21.935139
43,566.3,43.9,2500,0.72,1450.8,10,5.88,38.023,99.28710956,21.89558
43,566.3,43.9,2500,0.72,1450.8,10,5.88,38.162,99.28713889,21.855821
43,566.3,43.9,2500,0.72,1450.8,10,5.88,38.301,99.28714867,21.815925
43,566.3,43.9,2500,0.72,1450.8,10,5.88,38.441,99.287178,21.775902
43,566.3,43.9,2500,0.72,1450.8,10,5.88,38.58,99.28739311,22.482746
43,566.3,43.9,2500,0.72,1450.8,10,5.88,38.719,99.28792111,24.09463
43,566.3,43.9,2500,0.72,1450.8,10,5.88,38.858,99.28840999,21.661018
43,566.3,43.9,2500,0.72,1450.8,10,5.88,38.998,99.28857621,21.623391
43,566.3,43.9,2500,0.72,1450.8,10,5.88,39.137,99.28860554,21.58583
43,566.3,43.9,2500,0.72,1450.8,10,5.88,39.276,99.28861532,21.548023
43,566.3,43.9,2500,0.72,1450.8,10,5.88,39.416,99.28863488,21.510037
43,566.3,43.9,2500,0.72,1450.8,10,5.88,39.555,99.28877177,21.4729
43,566.3,43.9,2500,0.72,1450.8,10,5.88,39.694,99.28918243,24.427694
43,566.3,43.9,2500,0.72,1450.8,10,5.88,39.833,99.2896322,21.400881
43,566.3,43.9,2500,0.72,1450.8,10,5.88,39.973,99.28981798,21.36525
43,566.3,43.9,2500,0.72,1450.8,10,5.88,40.112,99.28985709,21.329696
43,566.3,43.9,2500,0.72,1450.8,10,5.88,40.251,99.28985709,21.293891
43,566.3,43.9,2500,0.72,1450.8,10,5.88,40.39,99.28986687,21.25802
43,566.3,43.9,2500,0.72,1450.8,10,5.88,40.53,99.28995486,21.22235
43,566.3,43.9,2500,0.72,1450.8,10,5.88,40.669,99.29026775,24.479327
43,566.3,43.9,2500,0.72,1450.8,10,5.88,40.808,99.29067841,21.376273
43,566.3,43.9,2500,0.72,1450.8,10,5.88,40.948,99.29088374,21.119989
43,566.3,43.9,2500,0.72,1450.8,10,5.88,41.087,99.29091308,21.086273
43,566.3,43.9,2500,0.72,1450.8,10,5.88,41.226,99.29092285,21.052235
43,566.3,43.9,2500,0.72,1450.8,10,5.88,41.365,99.29093263,21.018115
43,566.3,43.9,2500,0.72,1450.8,10,5.88,41.505,99.29098152,20.984064
43,566.3,43.9,2500,0.72,1450.8,10,5.88,41.644,99.29121618,24.248732
43,566.3,43.9,2500,0.72,1450.8,10,5.88,41.783,99.29156818,22.301837
43,566.3,43.9,2500,0.72,1450.8,10,5.88,41.923,99.29178329,20.886427
43,566.3,43.9,2500,0.72,1450.8,10,5.88,42.062,99.2918224,20.854394
43,566.3,43.9,2500,0.72,1450.8,10,5.88,42.201,99.29183218,20.822062
43,566.3,43.9,2500,0.72,1450.8,10,5.88,42.34,99.29183218,20.789491
43,566.3,43.9,2500,0.72,1450.8,10,5.88,42.48,99.29186151,20.756931
43,566.3,43.9,2500,0.72,1450.8,10,5.88,42.619,99.29202773,23.744079
43,566.3,43.9,2500,0.72,1450.8,10,5.88,42.758,99.29233084,23.008801
43,566.3,43.9,2500,0.72,1450.8,10,5.88,42.897,99.29254595,20.663868
43,566.3,43.9,2500,0.72,1450.8,10,5.88,43.037,99.29259484,20.633172
43,566.3,43.9,2500,0.72,1450.8,10,5.88,43.176,99.29260461,20.60235
43,566.3,43.9,2500,0.72,1450.8,10,5.88,43.315,99.29261439,20.571255
43,566.3,43.9,2500,0.72,1450.8,10,5.88,43.455,99.29262417,20.540076
43,566.3,43.9,2500,0.72,1450.8,10,5.88,43.594,99.2927415,22.971323
43,566.3,43.9,2500,0.72,1450.8,10,5.88,43.733,99.29299572,23.739121
43,566.3,43.9,2500,0.72,1450.8,10,5.88,43.872,99.29320105,20.45095
43,566.3,43.9,2500,0.72,1450.8,10,5.88,44.012,99.29325972,20.421681
43,566.3,43.9,2500,0.72,1450.8,10,5.88,44.151,99.2932695,20.392327
43,566.3,43.9,2500,0.72,1450.8,10,5.88,44.29,99.2932695,20.36261
43,566.3,43.9,2500,0.72,1450.8,10,5.88,44.429,99.29327927,20.332918
43,566.3,43.9,2500,0.72,1450.8,10,5.88,44.569,99.2933575,21.958796
43,566.3,43.9,2500,0.72,1450.8,10,5.88,44.708,99.29356283,24.22919
43,566.3,43.9,2500,0.72,1450.8,10,5.88,44.847,99.29375838,20.247188
43,566.3,43.9,2500,0.72,1450.8,10,5.88,44.987,99.29382682,20.21923
43,566.3,43.9,2500,0.72,1450.8,10,5.88,45.126,99.2938366,20.191175
43,566.3,43.9,2500,0.72,1450.8,10,5.88,45.265,99.2938366,20.162748
43,566.3,43.9,2500,0.72,1450.8,10,5.88,45.404,99.29384638,20.134283
43,566.3,43.9,2500,0.72,1450.8,10,5.88,45.544,99.29389527,20.718613
43,566.3,43.9,2500,0.72,1450.8,10,5.88,45.683,99.29405171,24.440377
43,566.3,43.9,2500,0.72,1450.8,10,5.88,45.822,99.29423749,20.685582
43,566.3,43.9,2500,0.72,1450.8,10,5.88,45.962,99.29431571,20.025074
43,566.3,43.9,2500,0.72,1450.8,10,5.88,46.101,99.29432549,19.998288
43,566.3,43.9,2500,0.72,1450.8,10,5.88,46.24,99.29432549,19.971072
43,566.3,43.9,2500,0.72,1450.8,10,5.88,46.379,99.29433526,19.943697
43,566.3,43.9,2500,0.72,1450.8,10,5.88,46.519,99.2943646,19.916446
43,566.3,43.9,2500,0.72,1450.8,10,5.88,46.658,99.29448193,24.370026
43,566.3,43.9,2500,0.72,1450.8,10,5.88,46.797,99.29464815,21.738123
43,566.3,43.9,2500,0.72,1450.8,10,5.88,46.936,99.29472637,19.838844
43,566.3,43.9,2500,0.72,1450.8,10,5.88,47.076,99.29474593,19.813005
43,566.3,43.9,2500,0.72,1450.8,10,5.88,47.215,99.29474593,19.786928
43,566.3,43.9,2500,0.72,1450.8,10,5.88,47.354,99.29474593,19.760643
43,566.3,43.9,2500,0.72,1450.8,10,5.88,47.494,99.29476548,19.73436
43,566.3,43.9,2500,0.72,1450.8,10,5.88,47.633,99.29485348,24.020488
43,566.3,43.9,2500,0.72,1450.8,10,5.88,47.772,99.29500015,22.572727
43,566.3,43.9,2500,0.72,1450.8,10,5.88,47.911,99.29508814,19.659608
43,566.3,43.9,2500,0.72,1450.8,10,5.88,48.051,99.29509792,19.634848
43,566.3,43.9,2500,0.72,1450.8,10,5.88,48.19,99.2951077,19.609844
43,566.3,43.9,2500,0.72,1450.8,10,5.88,48.329,99.2951077,19.584532
43,566.3,43.9,2500,0.72,1450.8,10,5.88,48.468,99.29511748,19.559334
43,566.3,43.9,2500,0.72,1450.8,10,5.88,48.608,99.29517614,23.400642
43,566.3,43.9,2500,0.72,1450.8,10,5.88,48.747,99.29530325,23.313826
43,566.3,43.9,2500,0.72,1450.8,10,5.88,48.886,99.29539125,19.487033
43,566.3,43.9,2500,0.72,1450.8,10,5.88,49.026,99.29541081,19.463275
43,566.3,43.9,2500,0.72,1450.8,10,5.88,49.165,99.29541081,19.439282
43,566.3,43.9,2500,0.72,1450.8,10,5.88,49.304,99.29541081,19.414953
43,566.3,43.9,2500,0.72,1450.8,10,5.88,49.443,99.29542059,19.390613
43,566.3,43.9,2500,0.72,1450.8,10,5.88,49.583,99.2954597,22.519195
43,566.3,43.9,2500,0.72,1450.8,10,5.88,49.722,99.29556725,23.95245
43,566.3,43.9,2500,0.72,1450.8,10,5.88,49.861,99.29565525,19.452705
43,566.3,43.9,2500,0.72,1450.8,10,5.88,50,99.29567481,19.298062
40.1,653.6,45,2500,0.51,1575,64,9.09,0,2.10E-13,0
40.1,653.6,45,2500,0.51,1575,64,9.09,0.14,1.65E-06,3.1547881
40.1,653.6,45,2500,0.51,1575,64,9.09,0.279,6.73E-06,5.350517
40.1,653.6,45,2500,0.51,1575,64,9.09,0.418,0.0017503,17.759774
40.1,653.6,45,2500,0.51,1575,64,9.09,0.558,0.080527212,30.468512
40.1,653.6,45,2500,0.51,1575,64,9.09,0.697,0.445364829,31.496646
40.1,653.6,45,2500,0.51,1575,64,9.09,0.836,1.107585411,32.794493
40.1,653.6,45,2500,0.51,1575,64,9.09,0.975,1.899278676,33.241701
40.1,653.6,45,2500,0.51,1575,64,9.09,1.115,2.752120126,34.122983
40.1,653.6,45,2500,0.51,1575,64,9.09,1.254,3.66080631,35.167727
40.1,653.6,45,2500,0.51,1575,64,9.09,1.393,4.64359343,36.45472
40.1,653.6,45,2500,0.51,1575,64,9.09,1.533,5.730564977,37.957011
40.1,653.6,45,2500,0.51,1575,64,9.09,1.672,6.938335607,39.546335
40.1,653.6,45,2500,0.51,1575,64,9.09,1.811,8.260768563,41.153494
40.1,653.6,45,2500,0.51,1575,64,9.09,1.95,9.654705146,42.847561
40.1,653.6,45,2500,0.51,1575,64,9.09,2.09,11.12101246,44.825308
40.1,653.6,45,2500,0.51,1575,64,9.09,2.229,12.67539717,47.156827
40.1,653.6,45,2500,0.51,1575,64,9.09,2.368,14.34459093,49.54937
40.1,653.6,45,2500,0.51,1575,64,9.09,2.507,16.12954213,51.769543
40.1,653.6,45,2500,0.51,1575,64,9.09,2.647,18.04573688,53.898475
40.1,653.6,45,2500,0.51,1575,64,9.09,2.786,20.03928495,55.767885
40.1,653.6,45,2500,0.51,1575,64,9.09,2.925,22.06412773,57.426499
40.1,653.6,45,2500,0.51,1575,64,9.09,3.065,24.0773507,58.923068
40.1,653.6,45,2500,0.51,1575,64,9.09,3.204,26.0154006,60.306854
40.1,653.6,45,2500,0.51,1575,64,9.09,3.343,27.8964834,61.540376
40.1,653.6,45,2500,0.51,1575,64,9.09,3.482,29.74979259,62.630577
40.1,653.6,45,2500,0.51,1575,64,9.09,3.622,31.62790389,63.592602
40.1,653.6,45,2500,0.51,1575,64,9.09,3.761,33.49293735,64.495741
40.1,653.6,45,2500,0.51,1575,64,9.09,3.9,35.30528788,65.301102
40.1,653.6,45,2500,0.51,1575,64,9.09,4.039,37.02698378,66.032479
40.1,653.6,45,2500,0.51,1575,64,9.09,4.179,38.66338027,66.723231
40.1,653.6,45,2500,0.51,1575,64,9.09,4.318,40.22140872,67.346143
40.1,653.6,45,2500,0.51,1575,64,9.09,4.457,41.76189074,67.912197
40.1,653.6,45,2500,0.51,1575,64,9.09,4.597,43.32635182,68.423207
40.1,653.6,45,2500,0.51,1575,64,9.09,4.736,44.85928927,68.886946
40.1,653.6,45,2500,0.51,1575,64,9.09,4.875,46.33999439,69.316778
40.1,653.6,45,2500,0.51,1575,64,9.09,5.014,47.75843076,69.701495
40.1,653.6,45,2500,0.51,1575,64,9.09,5.154,49.12607466,70.050595
40.1,653.6,45,2500,0.51,1575,64,9.09,5.293,50.44729477,70.366253
40.1,653.6,45,2500,0.51,1575,64,9.09,5.432,51.76878286,70.651691
40.1,653.6,45,2500,0.51,1575,64,9.09,5.572,53.11957164,70.905031
40.1,653.6,45,2500,0.51,1575,64,9.09,5.711,54.44827362,71.13613
40.1,653.6,45,2500,0.51,1575,64,9.09,5.85,55.74694998,71.347324
40.1,653.6,45,2500,0.51,1575,64,9.09,5.989,57.00532994,71.529227
40.1,653.6,45,2500,0.51,1575,64,9.09,6.129,58.2185252,71.690141
40.1,653.6,45,2500,0.51,1575,64,9.09,6.268,59.39074637,71.832768
40.1,653.6,45,2500,0.51,1575,64,9.09,6.407,60.56438925,71.959323
40.1,653.6,45,2500,0.51,1575,64,9.09,6.546,61.75939581,72.068817
40.1,653.6,45,2500,0.51,1575,64,9.09,6.686,62.95911988,72.158274
40.1,653.6,45,2500,0.51,1575,64,9.09,6.825,64.1193288,72.224336
40.1,653.6,45,2500,0.51,1575,64,9.09,6.964,65.23879891,72.271402
40.1,653.6,45,2500,0.51,1575,64,9.09,7.104,66.31568246,72.304855
40.1,653.6,45,2500,0.51,1575,64,9.09,7.243,67.34819891,72.332629
40.1,653.6,45,2500,0.51,1575,64,9.09,7.382,68.37173819,72.352876
40.1,653.6,45,2500,0.51,1575,64,9.09,7.521,69.4112505,72.361969
40.1,653.6,45,2500,0.51,1575,64,9.09,7.661,70.45891421,72.355024
40.1,653.6,45,2500,0.51,1575,64,9.09,7.8,71.46977263,72.329977
40.1,653.6,45,2500,0.51,1575,64,9.09,7.939,72.43963244,72.288237
40.1,653.6,45,2500,0.51,1575,64,9.09,8.078,73.35461453,72.234624
40.1,653.6,45,2500,0.51,1575,64,9.09,8.218,74.23086184,72.174548
40.1,653.6,45,2500,0.51,1575,64,9.09,8.357,75.0777494,72.110519
40.1,653.6,45,2500,0.51,1575,64,9.09,8.496,75.93101054,72.038821
40.1,653.6,45,2500,0.51,1575,64,9.09,8.636,76.79226593,71.958785
40.1,653.6,45,2500,0.51,1575,64,9.09,8.775,77.61742824,71.86516
40.1,653.6,45,2500,0.51,1575,64,9.09,8.914,78.39602504,71.755332
40.1,653.6,45,2500,0.51,1575,64,9.09,9.053,79.11780553,71.633399
40.1,653.6,45,2500,0.51,1575,64,9.09,9.193,79.79294511,71.50925
40.1,653.6,45,2500,0.51,1575,64,9.09,9.332,80.43054175,71.381631
40.1,653.6,45,2500,0.51,1575,64,9.09,9.471,81.06538675,71.247186
40.1,653.6,45,2500,0.51,1575,64,9.09,9.611,81.71568423,71.101308
40.1,653.6,45,2500,0.51,1575,64,9.09,9.75,82.34219887,70.942156
40.1,653.6,45,2500,0.51,1575,64,9.09,9.889,82.93164114,70.766628
40.1,653.6,45,2500,0.51,1575,64,9.09,10.028,83.47313254,70.576246
40.1,653.6,45,2500,0.51,1575,64,9.09,10.168,83.97323014,70.373983
40.1,653.6,45,2500,0.51,1575,64,9.09,10.307,84.44384809,70.166741
40.1,653.6,45,2500,0.51,1575,64,9.09,10.446,84.91401091,69.953712
40.1,653.6,45,2500,0.51,1575,64,9.09,10.585,85.40304558,69.732933
40.1,653.6,45,2500,0.51,1575,64,9.09,10.725,85.89635353,69.499152
40.1,653.6,45,2500,0.51,1575,64,9.09,10.864,86.36093492,69.254131
40.1,653.6,45,2500,0.51,1575,64,9.09,11.003,86.78772901,68.998008
40.1,653.6,45,2500,0.51,1575,64,9.09,11.143,87.183282,68.734483
40.1,653.6,45,2500,0.51,1575,64,9.09,11.282,87.5581617,68.472592
40.1,653.6,45,2500,0.51,1575,64,9.09,11.421,87.93035607,68.213211
40.1,653.6,45,2500,0.51,1575,64,9.09,11.56,88.32055019,67.953703
40.1,653.6,45,2500,0.51,1575,64,9.09,11.7,88.72585068,67.688253
40.1,653.6,45,2500,0.51,1575,64,9.09,11.839,89.11457314,67.417597
40.1,653.6,45,2500,0.51,1575,64,9.09,11.978,89.47496965,67.140887
40.1,653.6,45,2500,0.51,1575,64,9.09,12.117,89.80874989,66.86312
40.1,653.6,45,2500,0.51,1575,64,9.09,12.257,90.1313473,66.587159
40.1,653.6,45,2500,0.51,1575,64,9.09,12.396,90.44873845,66.319498
40.1,653.6,45,2500,0.51,1575,64,9.09,12.535,90.7767574,66.056578
40.1,653.6,45,2500,0.51,1575,64,9.09,12.675,91.12149974,65.792332
40.1,653.6,45,2500,0.51,1575,64,9.09,12.814,91.45837503,65.526906
40.1,653.6,45,2500,0.51,1575,64,9.09,12.953,91.77375673,65.257912
40.1,653.6,45,2500,0.51,1575,64,9.09,13.092,92.0668454,64.989418
40.1,653.6,45,2500,0.51,1575,64,9.09,13.232,92.35074071,64.724511
40.1,653.6,45,2500,0.51,1575,64,9.09,13.371,92.62771373,64.46949
40.1,653.6,45,2500,0.51,1575,64,9.09,13.51,92.90800255,64.221264
40.1,653.6,45,2500,0.51,1575,64,9.09,13.65,93.20267191,63.972713
40.1,653.6,45,2500,0.51,1575,64,9.09,13.789,93.49408906,63.722976
40.1,653.6,45,2500,0.51,1575,64,9.09,13.928,93.76846396,63.4692
40.1,653.6,45,2500,0.51,1575,64,9.09,14.067,94.02348917,63.214448
40.1,653.6,45,2500,0.51,1575,64,9.09,14.207,94.26935735,62.961277
40.1,653.6,45,2500,0.51,1575,64,9.09,14.346,94.50734939,62.716468
40.1,653.6,45,2500,0.51,1575,64,9.09,14.485,94.74487813,62.477009
40.1,653.6,45,2500,0.51,1575,64,9.09,14.624,94.98914746,62.238518
40.1,653.6,45,2500,0.51,1575,64,9.09,14.764,95.2364328,61.993573
40.1,653.6,45,2500,0.51,1575,64,9.09,14.903,95.46984632,61.743442
40.1,653.6,45,2500,0.51,1575,64,9.09,15.042,95.68579971,61.488734
40.1,653.6,45,2500,0.51,1575,64,9.09,15.182,95.89224177,61.232361
40.1,653.6,45,2500,0.51,1575,64,9.09,15.321,96.09090762,60.981101
40.1,653.6,45,2500,0.51,1575,64,9.09,15.46,96.28574895,60.732977
40.1,653.6,45,2500,0.51,1575,64,9.09,15.599,96.48446022,60.48288
40.1,653.6,45,2500,0.51,1575,64,9.09,15.739,96.68661447,60.223515
40.1,653.6,45,2500,0.51,1575,64,9.09,15.878,96.87782206,59.95537
40.1,653.6,45,2500,0.51,1575,64,9.09,16.017,97.05376792,59.678167
40.1,653.6,45,2500,0.51,1575,64,9.09,16.156,97.21963924,59.39524
40.1,653.6,45,2500,0.51,1575,64,9.09,16.296,97.37984191,59.108714
40.1,653.6,45,2500,0.51,1575,64,9.09,16.435,97.53452129,58.822472
40.1,653.6,45,2500,0.51,1575,64,9.09,16.574,97.68986383,58.53058
40.1,653.6,45,2500,0.51,1575,64,9.09,16.714,97.84800436,58.224221
40.1,653.6,45,2500,0.51,1575,64,9.09,16.853,97.99815064,57.903372
40.1,653.6,45,2500,0.51,1575,64,9.09,16.992,98.13487025,57.578553
40.1,653.6,45,2500,0.51,1575,64,9.09,17.131,98.26104291,57.244332
40.1,653.6,45,2500,0.51,1575,64,9.09,17.271,98.38140158,56.896147
40.1,653.6,45,2500,0.51,1575,64,9.09,17.41,98.49545571,56.540012
40.1,653.6,45,2500,0.51,1575,64,9.09,17.549,98.60777473,56.170808
40.1,653.6,45,2500,0.51,1575,64,9.09,17.689,98.72164717,55.782283
40.1,653.6,45,2500,0.51,1575,64,9.09,17.828,98.82918781,55.375019
40.1,653.6,45,2500,0.51,1575,64,9.09,17.967,98.92443732,54.944313
40.1,653.6,45,2500,0.51,1575,64,9.09,18.106,99.0092489,54.489993
40.1,653.6,45,2500,0.51,1575,64,9.09,18.246,99.08757424,54.011656
40.1,653.6,45,2500,0.51,1575,64,9.09,18.385,99.15949511,53.600355
40.1,653.6,45,2500,0.51,1575,64,9.09,18.524,99.22810019,53.203836
40.1,653.6,45,2500,0.51,1575,64,9.09,18.663,99.29650541,52.795851
40.1,653.6,45,2500,0.51,1575,64,9.09,18.803,99.36143133,52.368664
40.1,653.6,45,2500,0.51,1575,64,9.09,18.942,99.41590115,51.926601
40.1,653.6,45,2500,0.51,1575,64,9.09,19.081,99.46073246,51.468213
40.1,653.6,45,2500,0.51,1575,64,9.09,19.221,99.49980429,50.994202
40.1,653.6,45,2500,0.51,1575,64,9.09,19.36,99.53398873,50.515757
40.1,653.6,45,2500,0.51,1575,64,9.09,19.499,99.56547512,50.030683
40.1,653.6,45,2500,0.51,1575,64,9.09,19.638,99.59762467,49.538813
40.1,653.6,45,2500,0.51,1575,64,9.09,19.778,99.62892937,49.034659
40.1,653.6,45,2500,0.51,1575,64,9.09,19.917,99.65366608,48.524852
40.1,653.6,45,2500,0.51,1575,64,9.09,20.056,99.67149867,48.007129
40.1,653.6,45,2500,0.51,1575,64,9.09,20.195,99.68568844,47.48711
40.1,653.6,45,2500,0.51,1575,64,9.09,20.335,99.69776156,46.966926
40.1,653.6,45,2500,0.51,1575,64,9.09,20.474,99.7087718,46.456109
40.1,653.6,45,2500,0.51,1575,64,9.09,20.613,99.72165342,45.951549
40.1,653.6,45,2500,0.51,1575,64,9.09,20.753,99.73617931,45.454896
40.1,653.6,45,2500,0.51,1575,64,9.09,20.892,99.74761652,44.976411
40.1,653.6,45,2500,0.51,1575,64,9.09,21.031,99.7544207,44.502009
40.1,653.6,45,2500,0.51,1575,64,9.09,21.17,99.75918091,44.034162
40.1,653.6,45,2500,0.51,1575,64,9.09,21.31,99.76322345,43.571702
40.1,653.6,45,2500,0.51,1575,64,9.09,21.449,99.76718423,43.123912
40.1,653.6,45,2500,0.51,1575,64,9.09,21.588,99.77316174,42.688109
40.1,653.6,45,2500,0.51,1575,64,9.09,21.728,99.78169195,42.259819
40.1,653.6,45,2500,0.51,1575,64,9.09,21.867,99.78895035,41.842865
40.1,653.6,45,2500,0.51,1575,64,9.09,22.006,99.79271128,41.431784
40.1,653.6,45,2500,0.51,1575,64,9.09,22.145,99.79480976,41.027399
40.1,653.6,45,2500,0.51,1575,64,9.09,22.285,99.79653579,40.633082
40.1,653.6,45,2500,0.51,1575,64,9.09,22.424,99.79826182,40.259747
40.1,653.6,45,2500,0.51,1575,64,9.09,22.563,99.80145043,39.896261
40.1,653.6,45,2500,0.51,1575,64,9.09,22.702,99.80715541,39.541252
40.1,653.6,45,2500,0.51,1575,64,9.09,22.842,99.81266961,39.191165
40.1,653.6,45,2500,0.51,1575,64,9.09,22.981,99.81534042,38.849086
40.1,653.6,45,2500,0.51,1575,64,9.09,23.12,99.81640329,38.512355
40.1,653.6,45,2500,0.51,1575,64,9.09,23.26,99.81715729,38.178688
40.1,653.6,45,2500,0.51,1575,64,9.09,23.399,99.81791129,37.85448
40.1,653.6,45,2500,0.51,1575,64,9.09,23.538,99.81963732,37.538485
40.1,653.6,45,2500,0.51,1575,64,9.09,23.677,99.8235981,37.230479
40.1,653.6,45,2500,0.51,1575,64,9.09,23.817,99.8280131,36.930885
40.1,653.6,45,2500,0.51,1575,64,9.09,23.956,99.83024785,36.645852
40.1,653.6,45,2500,0.51,1575,64,9.09,24.095,99.83091101,36.364858
40.1,653.6,45,2500,0.51,1575,64,9.09,24.234,99.83127438,36.088136
40.1,653.6,45,2500,0.51,1575,64,9.09,24.374,99.83162867,35.814559
40.1,653.6,45,2500,0.51,1575,64,9.09,24.513,99.83257344,35.54908
40.1,653.6,45,2500,0.51,1575,64,9.09,24.652,99.83537143,35.289606
40.1,653.6,45,2500,0.51,1575,64,9.09,24.792,99.83901426,35.034222
40.1,653.6,45,2500,0.51,1575,64,9.09,24.931,99.84109457,34.785411
40.1,653.6,45,2500,0.51,1575,64,9.09,25.07,99.84163055,34.544321
40.1,653.6,45,2500,0.51,1575,64,9.09,25.209,99.84183949,34.312818
40.1,653.6,45,2500,0.51,1575,64,9.09,25.349,99.84202118,34.083355
40.1,653.6,45,2500,0.51,1575,64,9.09,25.488,99.84254807,33.859601
40.1,653.6,45,2500,0.51,1575,64,9.09,25.627,99.84449212,33.640506
40.1,653.6,45,2500,0.51,1575,64,9.09,25.767,99.84750813,33.426098
40.1,653.6,45,2500,0.51,1575,64,9.09,25.906,99.84947944,33.217708
40.1,653.6,45,2500,0.51,1575,64,9.09,26.045,99.85000633,33.012417
40.1,653.6,45,2500,0.51,1575,64,9.09,26.184,99.8501426,32.809928
40.1,653.6,45,2500,0.51,1575,64,9.09,26.324,99.85025161,32.608924
40.1,653.6,45,2500,0.51,1575,64,9.09,26.463,99.85053322,32.415882
40.1,653.6,45,2500,0.51,1575,64,9.09,26.602,99.85185045,32.231046
40.1,653.6,45,2500,0.51,1575,64,9.09,26.741,99.85429415,32.049823
40.1,653.6,45,2500,0.51,1575,64,9.09,26.881,99.85617461,31.870875
40.1,653.6,45,2500,0.51,1575,64,9.09,27.02,99.85672876,31.69636
40.1,653.6,45,2500,0.51,1575,64,9.09,27.159,99.85683777,31.524137
40.1,653.6,45,2500,0.51,1575,64,9.09,27.299,99.85690136,31.353021
40.1,653.6,45,2500,0.51,1575,64,9.09,27.438,99.85705579,31.185513
40.1,653.6,45,2500,0.51,1575,64,9.09,27.577,99.85792789,31.020857
40.1,653.6,45,2500,0.51,1575,64,9.09,27.716,99.85986286,30.866133
40.1,653.6,45,2500,0.51,1575,64,9.09,27.856,99.86161614,30.713753
40.1,653.6,45,2500,0.51,1575,64,9.09,27.995,99.86220662,30.564985
40.1,653.6,45,2500,0.51,1575,64,9.09,28.134,99.86230655,30.418427
40.1,653.6,45,2500,0.51,1575,64,9.09,28.273,99.86235197,30.273948
40.1,653.6,45,2500,0.51,1575,64,9.09,28.413,99.86243373,30.130192
40.1,653.6,45,2500,0.51,1575,64,9.09,28.552,99.86298788,29.989471
40.1,653.6,45,2500,0.51,1575,64,9.09,28.691,99.86449588,29.856028
40.1,653.6,45,2500,0.51,1575,64,9.09,28.831,99.86608565,29.725793
40.1,653.6,45,2500,0.51,1575,64,9.09,28.97,99.86672155,29.598532
40.1,653.6,45,2500,0.51,1575,64,9.09,29.109,99.86683056,29.473315
40.1,653.6,45,2500,0.51,1575,64,9.09,29.248,99.86685782,29.349614
40.1,653.6,45,2500,0.51,1575,64,9.09,29.388,99.86690324,29.22659
40.1,653.6,45,2500,0.51,1575,64,9.09,29.527,99.86723936,29.105934
40.1,653.6,45,2500,0.51,1575,64,9.09,29.666,99.8683749,28.988814
40.1,653.6,45,2500,0.51,1575,64,9.09,29.806,99.86978298,28.876496
40.1,653.6,45,2500,0.51,1575,64,9.09,29.945,99.87045522,28.766584
40.1,653.6,45,2500,0.51,1575,64,9.09,30.084,99.87057332,28.65825
40.1,653.6,45,2500,0.51,1575,64,9.09,30.223,99.87060057,28.551461
40.1,653.6,45,2500,0.51,1575,64,9.09,30.363,99.87062783,28.445099
40.1,653.6,45,2500,0.51,1575,64,9.09,30.502,99.87082768,28.340668
40.1,653.6,45,2500,0.51,1575,64,9.09,30.641,99.87165436,28.238533
40.1,653.6,45,2500,0.51,1575,64,9.09,30.78,99.87286258,28.142429
40.1,653.6,45,2500,0.51,1575,64,9.09,30.92,99.87356207,28.046917
40.1,653.6,45,2500,0.51,1575,64,9.09,31.059,99.87369834,27.95341
40.1,653.6,45,2500,0.51,1575,64,9.09,31.198,99.87372559,27.860971
40.1,653.6,45,2500,0.51,1575,64,9.09,31.338,99.87374376,27.768971
40.1,653.6,45,2500,0.51,1575,64,9.09,31.477,99.87385277,27.678863
40.1,653.6,45,2500,0.51,1575,64,9.09,31.616,99.87443417,27.594863
40.1,653.6,45,2500,0.51,1575,64,9.09,31.755,99.87545162,27.511635
40.1,653.6,45,2500,0.51,1575,64,9.09,31.895,99.87615112,27.428764
40.1,653.6,45,2500,0.51,1575,64,9.09,32.034,99.87631463,27.347411
40.1,653.6,45,2500,0.51,1575,64,9.09,32.173,99.8763328,27.267084
40.1,653.6,45,2500,0.51,1575,64,9.09,32.312,99.87635097,27.187931
40.1,653.6,45,2500,0.51,1575,64,9.09,32.452,99.87640548,27.111992
40.1,653.6,45,2500,0.51,1575,64,9.09,32.591,99.87680519,27.039527
40.1,653.6,45,2500,0.51,1575,64,9.09,32.73,99.87764095,26.96815
40.1,653.6,45,2500,0.51,1575,64,9.09,32.87,99.87831319,26.896962
40.1,653.6,45,2500,0.51,1575,64,9.09,33.009,99.87850396,26.827038
40.1,653.6,45,2500,0.51,1575,64,9.09,33.148,99.87853122,26.757731
40.1,653.6,45,2500,0.51,1575,64,9.09,33.287,99.8785403,26.689084
40.1,653.6,45,2500,0.51,1575,64,9.09,33.427,99.87856756,26.620582
40.1,653.6,45,2500,0.51,1575,64,9.09,33.566,99.878831,26.553198
40.1,653.6,45,2500,0.51,1575,64,9.09,33.705,99.87950324,26.490163
40.1,653.6,45,2500,0.51,1575,64,9.09,33.845,99.88013915,26.427248
40.1,653.6,45,2500,0.51,1575,64,9.09,33.984,99.88035717,26.365285
40.1,653.6,45,2500,0.51,1575,64,9.09,34.123,99.88038443,26.303851
